School,Author,Date,Content
UCLA,tuna#1041,11/28/22,TAs often join the groupme and normally they'd be fucked but cause of the strike :genius:
UCLA,Olivia#3251,11/28/22,Did people just check out after the strike?
UCLA,Muffinlicious#4263,11/28/22,the chancellor waking up as protesters storm his mansion
UCLA,crew#3333,11/28/22,are people just staying home since a lot of stuff is online/cancelled bc of the strike?
UCLA,crew#3333,11/28/22,my english teacher says we can do the last paper or take our grade as it is now and not do the final paper - i have a flat B in the class should i just take it bc i expect to have a b whether or not my grade goes up or down anyways
UCLA,tuna#1041,11/28/22,and 50% of my classes dont even have lecture anymore cause of the strike
UCLA,Chris.#0132,11/29/22,the strikers on de hill
UCLA,tuna#1041,12/1/22,They're protesting at 5 am wtf
UCLA,if and only if#6969,12/1/22,no wonder the TAs are striking
UCLA,enri#2478,12/1/22,the UC lawyer watching porn during the bargaining session came up w this campaign to undermine the strikers' efforts
UCLA,Elongate#5420,12/1/22,~~UAW strike~~
UCLA,Olivia#3251,12/2/22,The chancellors butthurt at grad students peacefully protesting outside their mansions for living wages
UCLA,enri#2478,12/2/22,the UC lawyer guy being a coomer psychopath makes so much sense when u understand what hes fighting against
UCLA,Olivia#3251,12/2/22,Ok honestly this should be enough. 43k plus the money they get from being TAs is 68k a year.
UCLA,Olivia#3251,12/2/22,What more do the grads want? This offer looks good
UCLA,nuahs#2857,12/2/22,they reached tentative agreement for 2 groups
UCLA,nuahs#2857,12/2/22,postdoc scholars and academic researchers reached tentative agreements
UCLA,nuahs#2857,12/2/22,academic student employees and graduate student researchers still
UCLA,dalton#1371,12/2/22,"isn't this what they're asking for, not what UC is offering :genius:"
UCLA,Olivia#3251,12/2/22,Wait doesn't this say it applies to all grads https://www.fairucnow.org/bargaining-updates/
UCLA,Olivia#3251,12/2/22,"Wait I think it says that's the union's proposal, not the UCs. Am I right?"
UCLA,Olivia#3251,12/2/22,"That's without their TA income. With their TA income, it's like 68k"
UCLA,enri#2478,12/2/22,olivia they are in the union
UCLA,enri#2478,12/2/22,they are unionized
UCLA,dalton#1371,12/2/22,"yeah that's what they're asking for, not what UC is offering"
UCLA,dalton#1371,12/2/22,although once could say if we paid our TA's more we would be better education wise attracting better professor attracting better students etc etc and increasing our rankings
UCLA,dalton#1371,12/2/22,but because UC is a public school that barely even benefits them
UCLA,nuahs#2857,12/2/22,"idk tbh and idc either, the strike too complicated to have any definitive statements on imo"
UCLA,nuahs#2857,12/2/22,i just hope all my teachers grade adjust me to an A+
UCLA,enri#2478,12/2/22,"that statement was meant to say that this isn't just a UC issue, this is an issue in a majority of the field, so just because $43k is relatively reasonable, that doesn't mean its a sufficient income because the entire field's fucked"
UCLA,nuahs#2857,12/2/22,the uc budget is 43.9 billion
UCLA,niss#3333,12/2/22,think about how many nonsense positions the UC has
UCLA,enri#2478,12/2/22,UC regents can get Newsom and legislature to get more moneys
UCLA,enri#2478,12/2/22,the play could be for the UC to issue bonds for the raises and figure out how to make up the funds later down the road by either getting a budget increase from increased taxes on the populace by the government or a redirecting of state funds towards the UCs
UCLA,dalton#1371,12/2/22,Like I said tho let's say the UAW workers require 60 million dollars to reach their wage gap. That's 60 million ever year. Gotta fund 60 million every year from bonds until we get redirected state funds. And then are we going to get enough state funds to make up that gap? Because with all of the demands that's a probably substantial multibillion dollar annual spending increase. So then which part of the california budget are we getting multiple billions of dollars from?
UCLA,nuahs#2857,12/2/22,whats the mission to starve grad students?
UCLA,nuahs#2857,12/2/22,to take on more grad students than you can afford?
UCLA,dalton#1371,12/2/22,Because UAW would be advertising the plan because it would make UC look fucking stupid if a plan existed to make their asks to be easily acquired and they just weren't doing it cause they didn't want to
UCLA,enri#2478,12/2/22,"california's state government is ideologically opposed to state funding of institutions hence all the budget cuts since reagan, they will not do it unless absolutely pushed which this strike is attempting to do. UAW can't advertise a specific plan because it gives opponents of the strike a chance to attack it using shitty ideologically charged language that can scare people off (the taxes, the budget, socialism?), so the correct move is to make your demands and then it's up to them to solve it instead of presenting some complicated and attackable plan"
UCLA,Olivia#3251,12/3/22,Do you guys think profs with 100+ students are actually going to thoroughly go over papers to grade?
UCLA,Farcical Butters#7777,12/3/22,Not reporting the grade
UCLA,dalton#1371,12/3/22,interesting strike update
UCLA,dalton#1371,12/3/22,Graduate students handing out flyers basically begging Postdocs and ARs to not vote yes for their agreeement
UCLA,kc#1719,12/3/22,iirc the agreement is shit
UCLA,dalton#1371,12/3/22,they're calling for undergraduate students to join the strike and fight for tuition decreases and A's for everyone this quarter
UCLA,dalton#1371,12/3/22,the undergraduate flyer?
UCLA,dalton#1371,12/3/22,also calling for higher undergraduate minority enrollment
UCLA,dalton#1371,12/3/22,"not commenting just noting cause it's interesting that both flyers are written in the ""our"" but I don't think they were written by undergrad students lol"
UCLA,tuna#1041,12/4/22,what's the deal with TA striking?
UCLA,Elongate#5420,12/4/22,it was a 2020 strike tactic
UCLA,Dakota#2889,12/4/22,Basically SLAP (and other orgs???) were organizing a protest where people would rush Covel and take food without swiping (not sure why but I THINK it was related to COLA)
UCLA,tuna#1041,12/4/22,yeah what could go wrong when you allow 30k undergrads to storm a dining hall with 1k capacity
UCLA,crew#3333,12/4/22,Brah finals week has been kinda hard knowing i probably wont get my grades back for a while because of grading delays/record withdrawals :holyfuck:
UCLA,crew#3333,12/4/22,My TAs (and im sure others) aren't giving grades for anything they have access to like discussion stuff
UCLA,Vampyre#9446,12/4/22,Ya all my TAs have basically canceled all assignments
UCLA,Vampyre#9446,12/4/22,So all the finals are being graded by the profs
UCLA,crew#3333,12/4/22,But my LS15 class has like a good chunk of grades in the hands of TAs meaning half of my assignments i have no idea what i got so idk what im going into the final w
UCLA,crew#3333,12/4/22,The thing is they're not cancelled as of rn we just have no grades for them - like we had a debate + presentation in our discussion section and our prof has no idea what we got on them
UCLA,Vampyre#9446,12/4/22,Which is what might happen to my essay in one of my classes according to my prof if the TA strike doesn't end
UCLA,crew#3333,12/4/22,I just need a handful more but idk my grade for the ones i took so praying i dont have to retake them
UCLA,tuna#1041,12/5/22,basically undergrads who help out a bit like the TAs
UCLA,dalton#1371,12/5/22,i don't have LA and TA's are on strike
UCLA,tuna#1041,12/5/22,if there's gonna be a TA thats not on strike its gonna be in the math department :genius:
UCLA,Olivia#3251,12/5/22,Oh ok. I was wondering cause I'd of my profs calls TAs learning advocates
UCLA,Olivia#3251,12/5/22,Interesting. Do STEM TAs make more money?
UCLA,tuna#1041,12/5/22,so if they strike they lose their visa
UCLA,Elongate#5420,12/5/22,econ has like no one on strike afaik
UCLA,Elongate#5420,12/5/22,all my CS TAs are on strike
UCLA,dalton#1371,12/6/22,my math professor said that due to the TA strike hes grading our final using handwriting-reading AI
UCLA,if and only if#6969,12/6/22,and so i go and there's a crowd and apparently some of the strikers set up their hq right outside
UCLA,Olivia#3251,12/6/22,"And I support the strike but Geesh my TA was a hard grader and then he was like ""Join me on the picket line!"""
UCLA,dalton#1371,12/7/22,dude the strikes at UCSB have lowkey been disruptive for students
UCLA,tuna#1041,12/7/22,Yeah but this strike in particular was for dining
UCLA,Chris.#0132,12/7/22,strike updatee
UCLA,Hairy_Beach_Ball#2219,12/7/22,"What will be fixed first, this strike or the wi fi issue from week 1"
UCLA,Elongate#5420,12/7/22,Ain't no one got grades yet in this strike
UCLA,Olivia#3251,12/8/22,"He's on strike- he's not grading anything. He sent all of us an email before the strike being like ""Join me on the picket line!"" Also my prof knows about my issues so maybe she'll be more understanding but idk"
UCLA,Olivia#3251,12/8/22,2 of my professors seem exhausted cause they have no TAs. I can tell by their emails and lack of organization
UCLA,dalton#1371,12/9/22,TA strike and it's xonsequnces
UCLA,Olivia#3251,12/9/22,No- I've seen the dog before. Also UCI strikers went out on kayak's to get to a donor
UCLA,Olivia#3251,12/9/22,This is a shitshow. Profs are stressed cause their workload just increased by a crap ton. UC must be insanely dumb to not realize what they're doing.
UCLA,Olivia#3251,12/9/22,"Well yeah that's why we have TAs and then the strike happened. In a bigger school, you're going to have bigger classes."
UCLA,tuna#1041,12/10/22,maybe thats what the strikes about
UCLA,Muffinlicious#4263,12/13/22,when tf we gettin grades
UCLA,enri#2478,12/13/22,did the strikers come to an agreement?
UCLA,Muffinlicious#4263,12/13/22,none of my teachers posted grades for any of the finals yet
UCLA,enri#2478,12/13/22,"Final Grade Submission Deadlines 2022-23
Fall Quarter 2022     
December 3, 2022""January 2, 2023 at 11:59 p.m.
(extended from December 19, 2022)"
UCLA,Muffinlicious#4263,12/13/22,normally i wouldnt be worrying this much but the grades for my finals are enough to either pass or fail me so i *am* stressin
UCLA,Hairy_Beach_Ball#2219,12/13/22,Strike resolution is reached btw (I'm wrong)
UCLA,Elongate#5420,12/13/22,it's not over it's just that the postdocs who already reached an agreement are going back to work
UCLA,Olivia#3251,12/13/22,Just saw on Twitter that UCs are threatening faculty who cancel classes refuse to grade things
UCLA,Rogue#0710,12/13/22,Inshallah I will not completely fail this contracts final
UCLA,Olivia#3251,12/15/22,Ok hopefully the strike will end soon then! 
UCLA,dalton#1371,12/15/22,what did UCSB protesters do?
UCLA,enri#2478,12/15/22,"Yes I know, I'm implying that Dalton is misremembering the post because it's the only protester related post I can remember being made recently"
UCLA,dalton#1371,12/15/22,bruh the other UC strikers went so hard
UCLA,Olivia#3251,12/15/22,It looks like the strike will end soon based on the most recent bargaining update
UCLA,tuna#1041,12/17/22,rip those ta salaries
UCLA,Olivia#3251,12/17/22,I hope the strike will end then
UCLA,Olivia#3251,12/17/22,Yeah their stipend raise combined with their TA income should be like 50k a year
UCLA,Olivia#3251,12/17/22,Funny how the grads and I won our fights against bureaucracy at the same time haha
UCLA,drdoofenshmirtz#4330,12/19/22,"just read the email, is the strike over now!"
UCLA,nuahs#2857,12/21/22,do u guys know when grades r gonna come out
UCLA,nuahs#2857,12/21/22,my professors r edging the grades
UCLA,MarkusG#9725,12/21/22,yo do final grades have a due date
UCLA,Olivia#3251,12/21/22,I don't know what my grade in Geog 162 is yet. I'm taking it p/np
UCLA,Elongate#5420,12/21/22,mfs haven't even put the final listings on gradescope yet I'm losing my fucking mind
UCLA,Hairy_Beach_Ball#2219,12/21/22,Tfw scantron final still not graded
UCLA,Olivia#3251,12/21/22,Didn't protesters break into a room and destroy a scantron machine?
UCLA,nuahs#2857,12/21/22,how does that help the protest ð­
UCLA,Elongate#5420,12/21/22,I've had at least one scantron final be graded already and the only reason our 131 one is delayed is because carey has to partially grade manually
UCLA,if and only if#6969,12/21/22,my grading finished a few days ago I'm one of the lucky ones
UCLA,Chris.#0132,12/21/22,my grades are half in
